aX,aY,aZ,gX,gY,gZ
0.917,-0.195,-0.34,-8.179,24.719,4.333
0.914,-0.184,-0.349,-7.202,23.254,4.944
0.913,-0.176,-0.36,-2.38,21.118,4.15
0.913,-0.173,-0.365,4.517,18.311,2.014
0.907,-0.172,-0.365,10.437,15.32,0.366
0.908,-0.171,-0.365,14.221,13.184,-0.671
0.908,-0.175,-0.363,14.404,12.39,-1.587
0.904,-0.185,-0.353,10.315,11.841,-1.709
0.904,-0.189,-0.341,5.31,11.719,-0.977
0.905,-0.19,-0.333,2.38,12.024,-0.305
0.903,-0.207,-0.317,1.343,12.573,0.244
0.902,-0.221,-0.312,-0.122,13.306,1.77
0.898,-0.213,-0.318,-5.249,15.381,4.211
0.898,-0.198,-0.328,-9.033,17.517,5.981
0.896,-0.189,-0.34,-5.737,18.372,5.493
0.896,-0.187,-0.352,1.526,18.86,4.272
0.896,-0.184,-0.361,7.202,19.104,2.991
0.896,-0.182,-0.364,8.606,19.714,2.136
0.893,-0.174,-0.366,5.249,21.179,2.319
0.886,-0.156,-0.374,-1.404,22.766,2.441
0.884,-0.143,-0.383,-5.188,23.621,1.404
0.884,-0.149,-0.389,-3.662,23.376,-0.061
0.883,-0.162,-0.395,-1.831,23.071,-1.16
0.884,-0.165,-0.399,-1.587,22.766,-2.014
0.884,-0.168,-0.397,1.16,21.667,-2.136
0.884,-0.172,-0.403,2.197,20.813,-1.709
0.887,-0.166,-0.402,1.953,20.081,-1.16
0.89,-0.166,-0.398,2.869,18.799,-0.977
0.888,-0.17,-0.398,2.075,18.433,-0.61
0.879,-0.167,-0.402,-2.991,19.226,0.061
0.875,-0.154,-0.403,-9.277,20.935,0.549
0.87,-0.151,-0.407,-12.451,22.217,0.122
,,,,,
-0.217,-1.408,-1.783,-87.708,32.043,-94.177
-0.238,-1.72,-2.225,-87.952,-17.761,-41.016
-0.225,-1.972,-2.548,-50.842,-94.055,28.87
-0.223,-2.007,-2.703,14.038,-196.35,114.807
-0.279,-1.863,-2.736,95.459,-317.932,200.562
-0.432,-1.533,-2.506,188.11,-454.163,265.503
-0.787,-1.064,-2.251,267.883,-612.976,309.814
-1.178,-0.43,-1.803,326.843,-793.152,334.351
-1.662,0,-1.094,358.154,-979.858,324.097
-2.392,0.236,0.033,361.694,-1153.381,277.039
-2.629,-0.039,1.733,195.801,-1264.404,214.294
-2.469,0.227,4,-243.164,-1217.285,238.342
-1.139,0.898,4,-518.188,-969.055,283.264
0.69,1.145,4,-416.504,-549.988,233.276
0.524,1.596,4,-150.757,-63.66,123.474
0.374,2.55,4,150.696,309.631,50.659
0.45,2.598,3.031,395.569,460.876,-9.583
0.5,1.889,2.1,458.191,445.251,-96.436
0.484,1.168,1.359,324.341,389.954,-165.588
0.578,0.644,0.747,149.902,357.727,-171.448
0.662,0.319,0.254,35.278,335.51,-136.902
0.589,0.021,-0.1,-41.077,299.194,-106.873
0.501,-0.138,-0.248,-112.183,249.878,-85.083
0.515,-0.326,-0.268,-138.428,197.571,-66.04
0.555,-0.47,-0.179,-117.249,153.992,-50.354
0.627,-0.632,-0.113,-66.101,130.31,-42.969
0.604,-0.731,-0.134,-15.259,124.817,-38.696
0.591,-0.675,-0.208,2.991,131.531,-26.733
0.583,-0.552,-0.325,-1.831,139.526,-4.272
0.587,-0.408,-0.419,-18.555,141.479,16.235
0.605,-0.286,-0.494,-36.865,135.01,26.245
0.629,-0.217,-0.542,-51.025,123.23,27.222
0.653,-0.189,-0.55,-64.453,108.459,24.78
0.696,-0.154,-0.552,-67.444,91.187,19.409
0.726,-0.136,-0.519,-70.313,72.815,12.451
0.762,-0.128,-0.467,-69.885,54.321,5.005
0.791,-0.141,-0.396,-66.162,37.598,-2.075
0.823,-0.147,-0.318,-55.664,24.17,-9.216
0.867,-0.162,-0.223,-32.532,12.817,-17.334
0.912,-0.204,-0.122,0.732,3.601,-24.17
0.963,-0.269,-0.029,29.907,-1.831,-25.94
0.998,-0.299,0.011,33.691,-2.93,-20.569
1.028,-0.296,0.041,12.939,-1.038,-10.254
1.058,-0.242,0.037,-8.911,1.77,0.549
1.083,-0.185,0.028,-24.536,4.944,8.911
1.09,-0.162,0.025,-33.813,7.263,13.489
1.095,-0.135,0.027,-44.128,10.254,16.235
1.094,-0.113,0.028,-50.232,13.977,16.968
1.084,-0.1,0.022,-50.354,18.127,15.076
1.082,-0.073,0.001,-47.302,23.56,11.047
1.078,-0.055,-0.019,-40.222,28.32,4.883
1.068,-0.067,-0.035,-29.297,32.043,-1.587
1.061,-0.094,-0.057,-18.921,35.095,-7.568
1.053,-0.123,-0.089,-11.963,36.804,-11.536
1.032,-0.138,-0.113,-9.094,37.292,-12.634
1.02,-0.144,-0.117,-5.981,36.438,-11.169
1.012,-0.154,-0.124,-0.61,35.339,-9.46
1.002,-0.157,-0.134,4.333,33.997,-7.629
0.991,-0.153,-0.138,5.981,33.325,-4.944
0.985,-0.139,-0.142,5.798,33.02,-2.441
0.979,-0.13,-0.145,6.165,32.288,-1.282
0.977,-0.139,-0.146,4.883,32.043,-0.61
0.969,-0.141,-0.154,-2.563,33.447,0.793
0.957,-0.13,-0.165,-12.939,35.034,2.747
0.944,-0.128,-0.182,-18.982,35.4,3.174
0.938,-0.123,-0.202,-19.348,35.583,2.686
0.932,-0.113,-0.208,-17.456,35.583,1.465
0.919,-0.108,-0.207,-13,34.973,-0.244
0.917,-0.101,-0.198,-6.531,34.058,-2.625
0.922,-0.102,-0.195,0.305,33.997,-6.531
0.917,-0.111,-0.202,5.249,34.058,-10.62
0.919,-0.123,-0.212,7.751,34.729,-13.367
0.919,-0.132,-0.217,8.85,35.4,-14.893
0.918,-0.147,-0.233,11.353,35.278,-15.808
0.922,-0.152,-0.255,13.245,34.912,-16.052
0.923,-0.158,-0.269,14.16,33.997,-15.93
0.925,-0.173,-0.276,15.076,32.654,-15.076
0.925,-0.182,-0.283,13.123,32.227,-13.367
0.931,-0.182,-0.281,6.348,32.41,-11.23
0.933,-0.201,-0.278,-2.38,33.203,-8.728
0.926,-0.203,-0.282,-14.099,34.973,-5.005
0.927,-0.195,-0.296,-22.4,36.316,-2.38
0.934,-0.19,-0.317,-23.926,36.011,-1.709
0.933,-0.186,-0.335,-19.531,34.485,-2.258
0.935,-0.183,-0.342,-9.827,31.433,-3.784
0.935,-0.182,-0.336,0.854,28.259,-5.859
0.932,-0.186,-0.327,10.681,25.085,-7.996
0.935,-0.19,-0.317,18.188,22.827,-9.705
0.937,-0.196,-0.308,22.827,21.484,-11.047
0.937,-0.208,-0.301,23.682,21.606,-11.047
0.938,-0.211,-0.302,19.653,22.827,-9.583
0.934,-0.213,-0.308,13.794,23.926,-7.751
0.934,-0.219,-0.316,8.484,24.658,-5.432
0.927,-0.219,-0.319,2.136,25.696,-2.686
0.919,-0.219,-0.319,-5.737,26.978,-0.183
0.912,-0.21,-0.319,-13.306,28.809,2.075
0.907,-0.195,-0.321,-17.639,31.006,3.418
0.904,-0.182,-0.325,-17.7,33.203,3.418
0.902,-0.172,-0.334,-15.686,35.034,1.709
0.899,-0.17,-0.343,-12.329,36.255,-0.61
0.894,-0.176,-0.346,-6.897,37.109,-3.235
0.891,-0.183,-0.353,0.061,37.964,-6.226
0.883,-0.19,-0.363,4.028,38.94,-8.24
0.88,-0.188,-0.374,4.333,39.917,-9.216
0.881,-0.193,-0.38,3.784,40.588,-9.888
0.877,-0.208,-0.387,0.793,41.504,-9.644
0.869,-0.234,-0.395,-8.545,43.274,-7.751
0.861,-0.237,-0.408,-23.682,45.715,-3.723
0.861,-0.225,-0.423,-36.743,47.058,-0.61
0.857,-0.22,-0.443,-41.87,46.997,0.183
0.843,-0.225,-0.463,-41.016,45.288,0
0.842,-0.223,-0.472,-35.95,43.64,-0.732
0.844,-0.228,-0.47,-28.381,41.504,-2.258
0.838,-0.237,-0.47,-20.386,39.429,-4.211
0.839,-0.226,-0.454,-13.367,38.391,-5.676
0.846,-0.224,-0.436,-5.493,37.476,-7.629
0.85,-0.231,-0.42,-0.305,38.269,-8.972
0.85,-0.241,-0.405,-0.305,39.429,-8.85
0.851,-0.25,-0.401,-2.747,41.504,-7.263
,,,,,
-0.246,-1.226,-1.628,-112,-13.062,-32.166
-0.304,-1.454,-1.841,-91.003,-51.514,4.395
-0.364,-1.562,-2.052,-47.791,-101.929,52.002
-0.375,-1.588,-2.198,13.489,-167.236,102.661
-0.388,-1.527,-2.23,85.999,-249.084,152.527
-0.433,-1.399,-2.179,155.151,-341.248,198.059
-0.508,-1.209,-2.119,216.797,-444.58,231.689
-0.658,-1.026,-1.998,258.911,-561.34,253.906
-0.865,-0.767,-1.768,284.119,-689.636,265.564
-1.216,-0.378,-1.294,301.758,-827.332,267.151
-1.715,-0.086,-0.49,332.031,-965.942,245.85
-2.147,-0.016,0.579,304.626,-1078.125,202.454
-2.263,-0.291,3.83,50.415,-1114.563,200.256
-1.724,-0.201,4,-229.736,-968.689,276.245
-0.037,-0.218,4,-242.004,-566.833,299.438
0.045,1.355,4,-187.5,-54.321,315.979
-0.04,3.413,4,-44.067,312.378,292.786
0.398,4,3.353,130.798,428.284,183.105
0.603,3.465,2.232,229.126,396.118,17.639
0.699,2.352,1.53,193.848,352.234,-129.761
0.603,1.387,1.085,79.651,340.515,-215.515
0.512,0.685,0.686,10.742,349.06,-246.216
0.394,0.095,0.218,-28.87,349.915,-240.479
0.29,-0.382,-0.083,-82.52,332.703,-222.9
0.379,-0.76,-0.334,-138.977,304.321,-193.237
0.41,-0.975,-0.583,-166.26,274.109,-155.457
0.284,-1.028,-0.686,-157.593,241.455,-112.671
0.331,-0.997,-0.817,-108.337,198.608,-77.148
0.453,-0.909,-0.859,-22.217,164.978,-58.594
0.514,-0.858,-0.836,32.227,135.498,-39.063
0.525,-0.807,-0.843,38.086,109.497,-11.353
0.535,-0.691,-0.848,0.671,87.83,16.663
0.591,-0.499,-0.85,-49.561,66.65,37.109
0.665,-0.317,-0.811,-89.905,42.603,46.082
0.716,-0.215,-0.698,-95.459,13.794,44.373
0.772,-0.196,-0.52,-61.401,-15.503,35.034
0.828,-0.2,-0.328,-14.404,-39.368,24.048
0.877,-0.188,-0.151,16.541,-52.246,14.709
0.912,-0.159,-0.002,28.503,-53.345,8.484
0.956,-0.116,0.091,31.189,-46.082,4.883
0.987,-0.088,0.14,32.104,-36.438,1.038
1.015,-0.082,0.14,32.227,-27.527,-2.38
1.054,-0.062,0.122,28.32,-20.264,-4.578
1.08,-0.028,0.103,22.217,-15.625,-5.493
1.099,0,0.093,17.883,-13.489,-6.897
1.114,0.008,0.087,16.541,-11.841,-9.277
1.117,0.006,0.069,15.32,-9.521,-12.268
1.117,-0.003,0.058,12.451,-5.737,-15.32
1.108,-0.026,0.052,7.812,-0.916,-16.907
1.09,-0.044,0.038,2.441,4.761,-16.846
1.075,-0.054,0.014,-3.845,11.353,-16.235
1.053,-0.064,-0.016,-10.254,17.334,-14.282
1.032,-0.072,-0.038,-16.541,22.217,-12.024
1.013,-0.088,-0.057,-18.86,25.33,-10.742
0.999,-0.1,-0.082,-18.066,27.71,-9.338
0.974,-0.104,-0.109,-17.761,29.724,-7.324
0.952,-0.104,-0.13,-16.235,31.067,-5.615
0.941,-0.101,-0.16,-14.038,31.189,-4.089
0.927,-0.099,-0.188,-14.038,30.579,-2.319
0.911,-0.094,-0.216,-15.381,29.236,-0.671
0.907,-0.08,-0.233,-16.418,27.405,0.305
0.905,-0.08,-0.237,-14.465,24.78,0.244
0.899,-0.105,-0.244,-9.949,21.79,-0.183
0.894,-0.116,-0.244,-8.362,20.325,-0.061
0.895,-0.109,-0.243,-9.338,20.203,-0.061
0.896,-0.101,-0.241,-8.85,20.813,-0.854
0.897,-0.101,-0.253,-7.507,22.034,-2.625
0.901,-0.112,-0.268,-6.47,23.193,-5.005
0.907,-0.126,-0.285,-6.653,22.949,-6.714
0.912,-0.135,-0.299,-6.775,21.179,-7.141
0.922,-0.145,-0.305,-6.958,18.188,-6.348
0.934,-0.147,-0.307,-8.911,14.954,-4.517
0.942,-0.143,-0.304,-11.78,12.146,-2.136
0.946,-0.139,-0.303,-14.343,9.949,-0.183
0.95,-0.13,-0.306,-15.198,8.484,0.488
0.955,-0.12,-0.305,-11.841,6.592,0.183
0.961,-0.125,-0.297,-5.493,4.517,-0.549
0.962,-0.135,-0.292,-0.793,3.113,-1.038
0.961,-0.137,-0.278,0.793,2.319,-0.977
0.965,-0.133,-0.265,1.16,1.77,-0.61
0.967,-0.133,-0.259,1.892,1.953,0.122
0.969,-0.125,-0.26,1.892,3.052,0.854
0.964,-0.115,-0.262,1.099,4.272,1.526
0.967,-0.112,-0.266,1.709,4.7,1.648
0.967,-0.116,-0.272,1.953,5.493,1.648
0.967,-0.115,-0.284,-1.282,6.714,1.892
0.965,-0.111,-0.293,-5.432,7.507,1.526
0.962,-0.111,-0.296,-7.324,7.812,0.793
0.959,-0.105,-0.289,-6.104,7.874,-0.244
0.959,-0.095,-0.272,-1.648,7.568,-2.136
0.966,-0.1,-0.256,7.751,6.775,-5.066
0.963,-0.126,-0.246,16.602,6.042,-6.958
0.964,-0.143,-0.238,17.334,6.104,-7.019
0.962,-0.145,-0.241,11.414,6.226,-4.761
0.956,-0.125,-0.233,3.418,6.409,-0.916
0.947,-0.106,-0.223,-5.31,7.751,2.93
0.931,-0.09,-0.246,-10.559,9.277,5.249
0.923,-0.082,-0.27,-12.085,9.827,5.798
0.923,-0.069,-0.28,-10.132,9.583,5.371
0.93,-0.064,-0.285,-4.272,8.667,3.723
0.94,-0.078,-0.27,6.287,6.653,0.732
0.946,-0.102,-0.247,15.015,5.554,-1.404
0.953,-0.123,-0.221,18.921,6.287,-2.136
0.962,-0.139,-0.216,16.968,8.423,-1.526
0.963,-0.141,-0.224,10.864,10.803,-0.061
0.965,-0.14,-0.235,4.7,13.123,2.197
0.966,-0.136,-0.251,0.732,14.893,4.578
0.966,-0.125,-0.266,-2.563,15.564,6.287
0.964,-0.122,-0.279,-3.723,15.381,7.507
0.963,-0.129,-0.283,-3.235,14.648,8.301
0.959,-0.128,-0.284,-2.747,13.489,9.155
0.958,-0.118,-0.284,-5.249,13.306,10.193
0.96,-0.11,-0.281,-7.874,14.099,10.986
0.96,-0.12,-0.275,-8.057,14.587,10.864
0.957,-0.128,-0.283,-7.202,15.442,10.681
0.962,-0.12,-0.289,-7.69,16.785,10.803
0.963,-0.107,-0.291,-8.362,17.395,10.437
0.96,-0.108,-0.305,-7.874,17.212,9.827
0.956,-0.105,-0.319,-6.958,17.029,9.46
