aX,aY,aZ,gX,gY,gZ
0.778,-0.574,0.603,2.136,-3.479,-41.016
0.77,-0.577,0.573,2.441,-2.441,-35.889
0.76,-0.573,0.54,1.648,-2.93,-30.273
0.803,-0.573,0.535,-1.099,-4.517,-24.17
0.767,-0.584,0.571,-5.798,-7.996,-19.409
0.761,-0.566,0.568,-12.451,-10.254,-13.733
0.769,-0.548,0.586,-17.944,-10.62,-6.897
0.783,-0.534,0.606,-20.996,-10.437,-1.648
0.781,-0.51,0.612,-21.729,-9.216,1.343
0.774,-0.486,0.607,-20.996,-7.568,2.991
0.772,-0.473,0.599,-17.212,-5.615,3.235
0.774,-0.468,0.59,-12.756,-3.662,3.235
0.775,-0.466,0.579,-9.46,-1.831,3.235
0.774,-0.462,0.567,-6.47,-0.977,4.395
0.783,-0.448,0.565,-3.479,-0.854,6.104
0.78,-0.434,0.569,0.732,-1.709,6.958
0.794,-0.422,0.576,5.432,-2.502,7.568
0.8,-0.413,0.593,8.85,-3.296,7.996
0.801,-0.412,0.608,10.864,-3.357,8.179
0.799,-0.416,0.619,11.963,-2.319,9.033
0.796,-0.421,0.62,11.597,-0.671,10.437
0.797,-0.422,0.625,9.277,1.16,12.573
0.797,-0.416,0.619,6.653,4.028,15.015
0.794,-0.4,0.602,4.089,7.385,17.456
0.786,-0.375,0.572,2.014,9.949,19.043
0.779,-0.349,0.548,1.404,10.925,19.409
0.782,-0.332,0.535,2.502,10.254,18.494
0.783,-0.322,0.526,4.089,9.216,16.418
0.782,-0.312,0.519,5.493,8.545,14.16
0.782,-0.305,0.51,6.104,7.446,11.902
0.788,-0.313,0.516,6.775,6.165,9.705
,,,,,
1.035,-0.856,1.367,42.603,21.362,13.794
1.181,-1.127,1.774,68.542,39.429,27.283
1.393,-1.484,2.278,108.032,69.641,47.546
1.456,-1.737,2.572,171.814,116.577,79.224
1.249,-1.67,2.676,251.038,177.612,125.977
1.041,-1.356,2.574,316.772,245.972,188.904
0.899,-1.128,2.471,353.21,301.331,246.399
0.611,-0.862,2.185,344.116,343.872,288.269
0.396,-0.491,1.802,301.636,379.639,321.533
0.328,-0.213,1.537,261.475,404.968,338.501
0.251,0.02,1.328,226.868,423.035,340.515
0.175,0.208,0.999,193.054,444.092,330.017
0.062,0.338,0.676,164.124,466.003,311.768
0.006,0.423,0.346,135.681,479.614,286.499
-0.113,0.602,-0.026,108.826,479.187,257.507
-0.151,0.754,-0.35,89.966,465.21,219.727
-0.181,0.812,-0.627,90.82,441.101,171.753
-0.201,0.782,-0.824,113.281,405.518,125.977
-0.203,0.739,-0.949,140.259,365.234,91.003
-0.242,0.656,-0.991,162.903,325.623,68.054
-0.309,0.498,-0.978,173.34,288.574,58.472
-0.39,0.349,-0.995,156.311,256.836,64.636
-0.475,0.28,-1.075,117.737,229.004,81.848
-0.57,0.3,-1.19,77.698,200.928,104.126
-0.661,0.38,-1.313,47.058,171.387,125.183
-0.736,0.507,-1.427,30.701,139.099,140.076
-0.781,0.634,-1.49,26.917,103.149,145.813
-0.805,0.754,-1.53,28.809,65.247,143.982
-0.8,0.865,-1.564,29.236,27.344,136.963
-0.777,0.961,-1.587,26.978,-9.338,126.038
-0.745,1.048,-1.617,21.606,-46.387,112.488
-0.699,1.151,-1.639,13.977,-83.618,96.436
-0.652,1.233,-1.61,7.324,-120.544,77.148
-0.61,1.279,-1.547,1.404,-157.166,53.345
-0.562,1.286,-1.45,-8.423,-193.237,25.574
-0.517,1.253,-1.31,-23.132,-226.99,-4.395
-0.454,1.22,-1.155,-37.476,-256.653,-34.729
-0.384,1.169,-1.005,-50.049,-281.25,-64.575
-0.316,1.096,-0.852,-62.195,-301.392,-94.421
-0.246,1.015,-0.714,-73.853,-317.2,-121.765
-0.196,0.931,-0.581,-84.167,-330.322,-145.935
-0.144,0.831,-0.444,-91.003,-342.651,-167.786
-0.084,0.74,-0.263,-91.858,-356.14,-187.988
-0.03,0.656,-0.094,-84.961,-366.76,-207.458
0.037,0.598,0.094,-69.58,-375.183,-227.6
0.129,0.542,0.322,-45.654,-380.92,-249.756
0.167,0.467,0.631,-15.564,-381.592,-274.353
0.334,0.256,0.895,10.864,-367.004,-301.331
0.472,0.104,1.166,17.883,-346.68,-323.486
0.6,-0.047,1.248,16.235,-311.279,-331.177
0.697,-0.15,1.36,5.859,-267.883,-327.393
0.869,-0.49,1.722,-8.789,-221.558,-315.918
1.18,-0.957,1.797,-40.039,-163.147,-295.776
1.334,-1.207,1.7,-93.567,-108.093,-264.954
1.324,-1.34,1.426,-112.244,-56.274,-221.069
1.267,-1.335,1.094,-98.694,-6.165,-158.447
1.184,-1.079,0.774,-83.191,29.724,-85.327
1.077,-0.734,0.498,-68.787,48.645,-25.024
1.061,-0.478,0.285,-68.542,55.481,6.104
0.929,-0.328,0.07,-85.632,47.913,14.893
0.868,-0.256,-0.086,-109.68,30.09,8.972
0.871,-0.255,-0.129,-124.207,6.287,0.732
0.891,-0.283,-0.116,-118.652,-15.991,-3.662
0.906,-0.286,-0.069,-96.741,-35.095,-6.409
0.909,-0.25,0,-66.406,-51.208,-12.207
0.883,-0.22,0.105,-36.682,-64.819,-22.034
0.889,-0.239,0.248,-13.916,-74.402,-34.79
0.906,-0.338,0.356,0.244,-76.782,-49.683
0.934,-0.45,0.416,-1.038,-70.679,-60.12
0.931,-0.526,0.409,-12.146,-59.021,-64.331
0.907,-0.556,0.365,-23.56,-46.631,-63.721
0.879,-0.551,0.306,-32.715,-38.391,-56.091
0.824,-0.517,0.254,-39.917,-34.973,-45.227
0.87,-0.56,0.255,-46.082,-37.903,-36.682
0.872,-0.574,0.296,-42.969,-48.889,-18.555
0.907,-0.629,0.386,-37.781,-52.856,-10.437
0.972,-0.652,0.485,-36.621,-49.866,-2.747
1.007,-0.639,0.564,-38.391,-46.387,9.521
1.031,-0.572,0.605,-39.246,-38.391,18.127
1.042,-0.496,0.595,-34.729,-28.076,21.057
1.047,-0.438,0.565,-25.269,-18.921,18.372
1.052,-0.405,0.522,-13.916,-11.597,13.062
1.046,-0.385,0.479,-3.662,-6.409,7.202
1.037,-0.379,0.443,3.113,-2.93,2.38
1.035,-0.384,0.419,4.944,-0.977,-0.732
1.03,-0.394,0.4,3.174,0,-1.77
1.019,-0.404,0.374,0.244,0.916,-1.465
1.001,-0.414,0.356,-2.319,1.221,-0.244
0.99,-0.424,0.343,-3.967,1.953,1.953
0.985,-0.419,0.332,-6.47,3.296,5.188
0.971,-0.404,0.321,-8.545,4.761,8.423
0.959,-0.406,0.318,-9.033,6.592,11.047
0.95,-0.404,0.304,-9.094,8.484,12.695
0.94,-0.387,0.285,-8.789,10.071,14.038
0.934,-0.36,0.266,-6.958,11.047,15.015
0.919,-0.333,0.25,-5.005,10.559,15.869
0.903,-0.306,0.235,-3.357,10.01,15.625
0.897,-0.291,0.226,-2.747,9.705,13.123
0.897,-0.276,0.224,-3.113,8.728,11.108
0.896,-0.255,0.221,-4.517,7.385,10.315
0.895,-0.233,0.22,-5.371,5.859,9.888
0.89,-0.213,0.215,-5.737,3.54,9.521
0.888,-0.2,0.211,-5.737,1.16,8.423
0.885,-0.203,0.222,-4.944,-1.099,6.897
0.888,-0.218,0.239,-3.906,-2.808,5.249
0.895,-0.231,0.247,-3.967,-3.784,3.235
0.902,-0.245,0.248,-3.052,-4.089,1.221
0.905,-0.254,0.252,-1.709,-4.578,0.549
0.911,-0.251,0.263,-1.465,-4.7,1.282
0.921,-0.25,0.278,-1.282,-4.333,1.831
0.928,-0.254,0.285,-1.038,-3.967,1.831
0.929,-0.259,0.284,-1.709,-3.479,1.038
0.932,-0.257,0.276,-2.686,-3.174,0.366
0.937,-0.251,0.276,-3.418,-3.662,0
0.941,-0.244,0.277,-2.747,-4.15,-0.305
0.94,-0.24,0.276,-1.831,-4.395,-0.977
0.94,-0.24,0.276,-1.587,-4.761,-2.319
0.94,-0.242,0.278,-1.831,-5.188,-3.418
0.942,-0.247,0.282,-1.343,-5.554,-4.028
,,,,,
1.329,-0.893,1.266,44.373,-34.485,-33.203
1.442,-1.3,1.645,43.762,-19.47,-20.752
1.6,-1.756,2.023,45.471,6.165,7.568
1.658,-2.211,2.347,55.359,47.363,55.115
1.555,-2.47,2.558,71.96,106.934,126.648
1.217,-2.304,2.535,96.802,180.42,217.346
0.763,-1.803,2.33,131.531,257.019,306.58
0.353,-1.285,2.11,168.274,327.209,374.939
0.057,-0.728,1.948,189.331,384.583,419.8
-0.12,-0.356,1.851,203.369,426.88,432.495
-0.277,-0.085,1.693,216.553,462.341,424.377
-0.509,0.17,1.429,224.609,494.995,416.016
-0.759,0.532,1.087,224.731,527.71,404.663
-0.929,0.893,0.767,226.135,553.528,378.906
-1.096,1.193,0.497,228.027,571.594,339.661
-1.287,1.294,0.269,219.055,584.29,287.17
-1.553,1.19,0.031,198.12,587.83,231.384
-1.86,1.043,-0.297,164.673,584.29,186.401
-2.115,0.994,-0.735,126.526,569.702,161.072
-2.286,1.002,-1.317,95.886,537.537,149.658
-2.383,1.099,-2.004,75.745,483.093,145.02
-2.338,1.328,-2.583,56.213,401.917,140.93
-2.165,1.616,-2.971,36.926,298.889,129.944
-1.988,1.773,-3.138,28.015,184.082,108.826
-1.821,1.836,-3.115,24.475,64.636,80.2
-1.695,1.786,-2.852,32.837,-59.57,46.448
-1.569,1.624,-2.381,34.79,-177.002,16.113
-1.458,1.439,-1.891,2.625,-270.569,-2.869
-1.318,1.324,-1.471,-45.837,-337.585,-12.573
-1.172,1.28,-1.141,-90.82,-384.583,-19.836
-1.041,1.251,-0.897,-123.474,-419.922,-31.982
-0.914,1.199,-0.674,-136.658,-449.768,-52.856
-0.787,1.104,-0.463,-130.92,-474.854,-80.994
-0.658,0.976,-0.255,-115.295,-492.798,-111.877
-0.532,0.854,-0.084,-101.074,-502.38,-140.137
-0.416,0.79,0.078,-90.271,-506.042,-165.222
-0.318,0.75,0.24,-70.923,-505.798,-190.796
-0.23,0.727,0.405,-43.823,-501.709,-218.445
-0.146,0.678,0.581,-14.893,-493.469,-248.901
-0.068,0.587,0.755,6.287,-479.309,-280.334
0.012,0.464,0.913,12.939,-459.045,-308.472
0.065,0.245,1.178,-0.183,-436.035,-329.224
0.263,-0.145,1.818,-19.592,-404.114,-340.942
0.78,-0.985,1.862,-47.302,-350.586,-343.14
0.938,-1.331,1.777,-139.832,-292.664,-301.819
1.094,-1.364,1.649,-206.848,-236.328,-206.055
1.134,-1.115,1.494,-210.815,-181.335,-99.487
1.213,-0.712,1.267,-160.095,-122.009,-26.001
1.175,-0.299,0.985,-85.876,-68.726,17.09
1.14,0.053,0.765,-32.104,-40.649,31.982
1.121,0.319,0.589,-16.602,-29.297,23.743
1.082,0.489,0.434,-24.17,-26.855,4.822
1.055,0.516,0.326,-32.776,-30.151,-22.339
1.022,0.403,0.283,-29.48,-38.574,-52.124
1,0.235,0.275,-25.757,-49.011,-74.707
0.98,0.101,0.298,-29.846,-58.472,-85.266
0.981,-0.029,0.373,-39.429,-67.81,-84.473
0.989,-0.176,0.488,-51.514,-75.073,-77.271
0.992,-0.338,0.601,-67.444,-76.599,-64.392
0.995,-0.452,0.687,-84.167,-71.472,-45.898
1.012,-0.478,0.715,-94.543,-59.875,-24.353
1.035,-0.439,0.687,-95.215,-44.739,-5.554
0.989,-0.332,0.635,-85.754,-31.677,4.639
0.993,-0.145,0.536,-62.927,-19.287,14.648
0.969,-0.023,0.484,-33.325,-14.587,9.644
0.947,0.031,0.433,-12.329,-14.282,0.427
0.933,0.034,0.397,-5.92,-16.602,-10.803
0.927,0.013,0.381,-7.507,-20.569,-20.142
0.927,-0.016,0.38,-12.451,-24.963,-25.94
0.932,-0.041,0.384,-19.043,-29.724,-28.625
0.942,-0.044,0.392,-24.963,-34.546,-28.931
0.951,-0.038,0.415,-28.198,-39.063,-28.442
0.951,-0.04,0.455,-30.396,-41.748,-29.053
0.956,-0.067,0.485,-32.715,-42.114,-30.762
0.956,-0.101,0.496,-34.607,-39.612,-32.41
0.959,-0.144,0.494,-33.691,-35.278,-32.837
0.969,-0.172,0.474,-29.907,-30.64,-31.555
0.977,-0.174,0.447,-26.184,-26.184,-28.687
0.981,-0.16,0.421,-22.461,-22.339,-25.085
0.983,-0.149,0.41,-18.066,-20.447,-22.339
0.991,-0.157,0.417,-14.099,-19.531,-20.752
0.996,-0.162,0.428,-13,-19.775,-19.287
1.002,-0.152,0.449,-13.794,-20.386,-17.456
1.015,-0.142,0.481,-13.123,-21.118,-15.991
1.022,-0.137,0.504,-11.597,-20.752,-15.747
1.023,-0.137,0.514,-10.498,-19.348,-16.357
1.017,-0.139,0.524,-9.888,-16.724,-16.724
1.009,-0.153,0.532,-8.667,-13.855,-16.785
1.017,-0.162,0.524,-8.057,-10.681,-16.174
0.983,-0.16,0.518,-7.751,-7.507,-14.832
0.963,-0.151,0.505,-6.165,-4.517,-13.062
0.954,-0.163,0.503,-3.723,-2.563,-12.085
0.942,-0.173,0.491,-2.441,-1.099,-10.925
0.928,-0.168,0.476,-1.892,-0.305,-9.033
0.922,-0.163,0.474,-0.183,0.183,-6.653
0.912,-0.15,0.471,1.404,0.549,-4.333
0.904,-0.131,0.458,0.793,1.465,-3.113
0.898,-0.117,0.44,0,2.075,-2.563
0.895,-0.112,0.422,0,2.38,-2.747
0.891,-0.11,0.408,0.488,2.197,-3.174
0.885,-0.106,0.399,-0.244,1.709,-3.54
0.887,-0.104,0.39,-0.732,0.916,-3.845
0.893,-0.107,0.38,-1.038,0.122,-4.456
0.896,-0.109,0.37,-0.916,-0.61,-4.395
0.896,-0.103,0.357,-0.732,-1.343,-3.723
0.895,-0.096,0.347,-1.404,-2.319,-3.235
0.893,-0.097,0.344,-2.991,-4.15,-3.479
0.895,-0.098,0.346,-3.418,-6.287,-3.723
0.9,-0.101,0.36,-2.136,-8.972,-4.211
0.903,-0.106,0.386,0.122,-11.475,-4.211
0.91,-0.114,0.427,1.343,-12.817,-3.845
0.922,-0.136,0.468,0.854,-12.634,-3.296
0.931,-0.156,0.478,-0.854,-10.376,-2.197
0.936,-0.157,0.47,0.427,-7.507,-0.183
0.936,-0.146,0.466,5.554,-5.859,2.014
0.933,-0.119,0.47,9.216,-4.883,4.883
0.93,-0.086,0.463,7.874,-3.662,6.348
0.927,-0.06,0.44,3.906,-1.526,5.859
0.923,-0.054,0.423,0.366,-0.854,3.784
,,,,,
1.147,-0.137,1.864,149.231,-25.024,-133.179
1.23,-0.457,1.933,195.19,5.432,-151.611
1.146,-0.83,1.842,189.392,39.124,-159.607
1.163,-1.006,1.799,115.356,84.717,-145.142
1.19,-1.101,1.683,51.88,126.099,-122.009
1.169,-1.205,1.549,20.264,153.564,-92.407
1.138,-1.372,1.529,14.038,169.861,-58.777
1.138,-1.59,1.61,18.677,193.176,-15.32
1.135,-1.732,1.537,23.865,228.088,40.222
0.953,-1.638,1.484,33.264,259.46,97.717
0.7,-1.531,1.482,73.181,282.349,143.127
0.391,-1.368,1.485,128.418,307.861,182.312
0.052,-1.134,1.505,185.181,344.238,221.558
-0.269,-0.874,1.506,247.925,388.855,259.583
-0.621,-0.548,1.498,304.993,446.716,305.176
-0.932,-0.09,1.414,345.337,519.592,362.427
-1.111,0.299,1.417,378.357,558.472,393.005
-1.409,0.559,1.297,395.02,575.012,389.526
-1.682,0.765,1.037,386.292,607.666,372.375
-1.921,0.899,0.822,364.624,637.024,351.807
-2.158,1.008,0.584,331.421,655.396,327.759
-2.357,1.131,0.283,288.208,667.236,299.866
-2.532,1.186,-0.207,252.93,667.114,271.179
-2.747,1.22,-0.884,218.506,643.921,253.906
-2.939,1.291,-1.704,162.354,597.595,249.939
-2.867,1.535,-2.514,57.495,535.278,255.005
-2.681,1.962,-3.345,-121.521,463.318,248.901
-2.44,2.281,-4,-332.642,362.549,197.876
-2.301,2.149,-4,-316.406,211.548,106.079
-2.194,1.702,-4,-65.735,7.812,8.423
-2.036,1.174,-3.35,132.629,-201.599,-50.415
-1.862,0.902,-2.339,145.203,-356.628,-61.035
-1.674,0.797,-1.626,64.453,-448.853,-45.715
-1.498,0.768,-1.172,-31.006,-500.549,-23.315
-1.347,0.782,-0.771,-89.905,-535.828,-8.789
-1.144,0.747,-0.381,-112.305,-562.988,-7.996
-0.965,0.654,-0.126,-121.094,-574.524,-16.357
-0.765,0.568,0.038,-132.446,-571.777,-28.137
-0.578,0.513,0.111,-139.709,-556.641,-38.269
-0.398,0.511,0.17,-135.803,-538.208,-44.617
-0.248,0.541,0.23,-122.498,-520.752,-50.659
-0.123,0.57,0.285,-101.257,-505.31,-61.096
-0.004,0.589,0.385,-82.52,-491.699,-76.111
0.087,0.592,0.513,-69.031,-476.624,-91.492
0.192,0.559,0.668,-56.03,-458.252,-107.361
0.337,0.512,0.859,-42.48,-434.998,-122.375
0.505,0.466,0.983,-38.269,-404.602,-135.376
0.626,0.444,1.037,-43.884,-370.483,-145.447
0.719,0.436,1.061,-51.27,-331.055,-150.391
0.877,0.42,1.017,-58.289,-287.598,-152.71
0.946,0.233,1.105,-63.965,-261.78,-158.081
1.02,-0.066,1.101,-87.219,-239.38,-152.893
1.001,-0.323,0.953,-135.925,-211.792,-124.023
0.938,-0.372,0.926,-184.692,-188.049,-71.899
0.977,-0.293,0.93,-222.107,-166.687,-16.846
1,-0.146,0.919,-234.131,-146.24,20.02
1,0.1,0.822,-209.473,-124.207,40.649
1.004,0.304,0.716,-167.847,-107.91,37.659
1.015,0.419,0.645,-121.521,-99.182,19.409
1,0.422,0.633,-73.181,-96.436,-9.216
0.979,0.319,0.656,-30.457,-95.093,-40.039
0.977,0.148,0.682,-0.732,-90.393,-65.002
0.984,-0.017,0.685,12.207,-81.97,-77.881
1.002,-0.161,0.705,10.071,-73.059,-78.186
1.057,-0.297,0.73,-4.822,-65.002,-67.505
1.053,-0.447,0.747,-24.109,-56.03,-47.607
1.012,-0.45,0.703,-37.292,-48.645,-19.958
0.966,-0.391,0.677,-45.837,-40.161,7.202
0.96,-0.242,0.627,-49.316,-32.166,28.137
0.952,-0.108,0.614,-41.199,-27.954,35.583
0.959,-0.014,0.617,-27.954,-26.489,32.043
0.966,0.017,0.635,-15.259,-26.55,21.973
0.955,0.015,0.647,-7.507,-27.039,10.254
0.957,0.004,0.643,-4.395,-25.452,1.16
0.963,-0.003,0.634,-3.174,-24.841,-6.042
0.967,-0.005,0.623,-2.502,-24.597,-10.864
0.989,-0.013,0.622,-1.465,-24.78,-13.306
0.969,-0.012,0.614,-2.441,-25.085,-14.526
0.976,-0.022,0.595,-3.662,-22.339,-13.367
0.982,-0.036,0.585,-5.249,-20.996,-12.207
0.982,-0.024,0.566,-5.554,-18.982,-10.132
0.98,-0.011,0.547,-4.7,-16.724,-8.972
0.97,-0.001,0.532,-1.709,-15.015,-9.094
0.968,-0.01,0.52,1.16,-11.841,-10.376
0.967,-0.02,0.507,1.648,-8.179,-10.864
0.964,-0.022,0.482,-0.305,-3.235,-9.644
0.957,-0.024,0.442,-1.282,-0.305,-8.057
0.951,-0.026,0.401,-2.502,1.404,-6.409
0.946,-0.026,0.364,-3.235,1.404,-4.028
0.934,-0.016,0.338,-3.723,0.366,-1.099
0.92,0.01,0.323,-4.272,-1.16,1.038
0.919,0.036,0.33,-5.066,-3.845,2.563
0.923,0.051,0.339,-6.226,-6.226,2.319
0.918,0.064,0.357,-7.568,-7.812,1.221
0.925,0.056,0.384,-7.69,-9.094,-0.183
0.935,0.027,0.423,-8.972,-9.827,-1.099
0.95,-0.008,0.459,-11.536,-9.521,-0.427
0.962,-0.025,0.468,-13.916,-7.202,2.93
0.954,-0.005,0.453,-17.578,-3.357,9.583
0.939,0.042,0.425,-20.264,-0.549,15.564
0.928,0.097,0.395,-20.813,0.61,18.188
0.919,0.148,0.368,-19.226,0.061,17.639
0.917,0.193,0.356,-16.296,-1.77,13.489
0.912,0.217,0.357,-13.184,-4.7,6.47
0.909,0.221,0.367,-10.376,-8.118,-1.099
0.911,0.215,0.384,-9.094,-11.475,-9.277
0.907,0.181,0.421,-8.545,-14.221,-17.273
0.919,0.117,0.464,-7.507,-16.113,-23.01
0.932,0.051,0.511,-8.789,-15.564,-24.597
0.945,0.005,0.54,-12.268,-12.329,-21.912
0.949,0,0.54,-15.503,-7.69,-15.93
0.943,0.017,0.52,-17.09,-3.479,-9.827
0.934,0.046,0.492,-15.259,-0.61,-5.249
0.925,0.073,0.461,-12.695,0.488,-2.563
0.92,0.086,0.434,-10.254,0.305,-1.587
0.922,0.09,0.423,-7.996,-1.038,-1.953
0.924,0.088,0.423,-7.385,-2.319,-3.052
0.923,0.077,0.425,-7.507,-3.54,-4.272
0.924,0.068,0.433,-6.592,-4.639,-5.554
